invoice_id,customer_id,product_location_id,quantity,unit_price,markup_amount,total,date,time,payment,rating
803-17-8013,1,3,8,88.79,35.516,745.836,2019-02-17,17:09,Cash,4.1
512-98-1403,1,5,3,26.48,3.972,83.412,2019-03-21,10:40,Ewallet,4.7
848-42-2560,2,14,2,81.91,8.191,172.011,2019-03-05,17:43,Cash,7.8
532-59-7201,4,11,6,79.93,23.979,503.559,2019-01-31,14:04,Cash,5.5
181-94-6432,4,18,2,69.33,6.933,145.593,2019-02-05,19:05,Ewallet,9.7
870-76-1733,1,10,5,14.23,3.5575,74.7075,2019-02-01,10:08,Credit card,4.4
423-64-4619,1,1,9,15.55,6.9975,146.9475,2019-03-07,13:12,Cash,5
227-07-4446,1,2,10,78.13,39.065,820.365,2019-02-10,20:51,Cash,4.4
174-36-3675,4,15,2,99.37,9.937,208.677,2019-02-14,17:29,Cash,5.2
428-83-5800,1,15,3,21.08,3.162,66.402,2019-02-09,10:25,Cash,7.3
603-07-0961,4,2,5,74.79,18.6975,392.6475,2019-01-10,11:34,Cash,4.9
704-20-4138,1,17,7,29.67,10.3845,218.0745,2019-03-11,18:58,Credit card,8.1
787-15-1757,4,17,4,44.07,8.814,185.094,2019-02-18,16:28,Ewallet,8.4
649-11-3678,2,15,9,22.93,10.3185,216.6885,2019-02-26,20:26,Cash,5.5
622-20-1945,2,17,1,39.42,1.971,41.391,2019-01-18,15:08,Cash,8.4
372-94-8041,3,1,6,15.26,4.578,96.138,2019-02-15,18:03,Ewallet,9.8
563-91-7120,2,14,5,61.77,15.4425,324.2925,2019-03-08,13:21,Cash,6.7
746-54-5508,3,3,6,21.52,6.456,135.576,2019-01-17,12:48,Credit card,9.4
276-54-0879,3,11,4,97.74,19.548,410.508,2019-03-12,19:53,Ewallet,6.4
815-11-1168,4,10,5,99.78,24.945,523.845,2019-03-09,19:09,Cash,5.4
719-76-3868,4,15,4,94.26,18.852,395.892,2019-03-12,16:30,Cash,8.6
730-61-8757,4,13,4,51.13,10.226,214.746,2019-01-25,10:11,Credit card,4
340-66-0321,4,5,4,36.36,7.272,152.712,2019-03-25,13:07,Cash,7.6
868-81-1752,3,12,9,22.02,9.909,208.089,2019-02-07,18:48,Cash,6.8
634-97-8956,3,10,3,32.9,4.935,103.635,2019-02-17,17:27,Credit card,9.1
566-71-1091,3,14,5,77.02,19.255,404.355,2019-02-03,15:59,Cash,5.5
442-48-3607,4,10,2,23.48,2.348,49.308,2019-03-14,11:21,Credit card,7.9
835-16-0096,4,16,5,14.7,3.675,77.175,2019-03-24,13:48,Ewallet,8.5
527-09-6272,1,5,5,28.45,7.1125,149.3625,2019-03-21,10:17,Credit card,9.1
898-04-2717,3,14,9,76.4,34.38,721.98,2019-03-19,15:49,Ewallet,7.5
692-27-8933,2,11,6,57.95,17.385,365.085,2019-02-24,13:02,Cash,5.2
633-09-3463,2,2,3,47.65,7.1475,150.0975,2019-03-28,12:58,Credit card,9.5
374-17-3652,1,7,9,42.82,19.269,404.649,2019-02-05,15:26,Credit card,8.9
378-07-7001,4,9,3,48.09,7.2135,151.4835,2019-02-10,18:23,Credit card,7.8
433-75-6987,1,13,7,55.97,19.5895,411.3795,2019-03-05,19:06,Ewallet,8.9
873-95-4984,1,13,7,76.9,26.915,565.215,2019-02-15,20:21,Cash,7.7
416-13-5917,2,15,5,97.03,24.2575,509.4075,2019-01-30,16:24,Ewallet,9.3
150-89-8043,3,4,3,44.65,6.6975,140.6475,2019-02-14,15:04,Cash,6.2
135-84-8019,2,14,9,77.93,35.0685,736.4385,2019-02-27,16:10,Ewallet,7.6
441-94-7118,4,5,1,71.95,3.5975,75.5475,2019-02-04,12:14,Cash,7.3
725-96-3778,1,6,8,89.25,35.7,749.7,2019-01-20,10:13,Cash,4.7
531-80-1784,3,5,7,26.02,9.107,191.247,2019-03-28,17:38,Cash,5.1
400-45-1220,2,13,10,13.5,6.75,141.75,2019-02-27,11:06,Credit card,4.8
860-79-0874,1,18,10,99.3,49.65,1042.65,2019-02-15,14:53,Credit card,6.6
834-61-8124,3,5,7,51.69,18.0915,379.9215,2019-01-26,18:22,Cash,5.5
115-99-4379,1,8,7,54.73,19.1555,402.2655,2019-03-14,19:02,Credit card,8.5
565-67-6697,4,12,9,27,12.15,255.15,2019-03-02,14:16,Cash,4.8
320-49-6392,2,2,1,30.24,1.512,31.752,2019-03-04,15:44,Cash,8.4
889-04-9723,1,7,4,89.14,17.828,374.388,2019-01-07,12:20,Credit card,7.8
632-90-0281,2,18,10,37.55,18.775,394.275,2019-03-08,20:01,Credit card,9.3
554-42-2417,2,16,10,95.44,47.72,1002.12,2019-01-09,13:45,Cash,5.2
453-63-6187,3,9,3,27.5,4.125,86.625,2019-03-01,15:40,Ewallet,6.5
578-80-7669,3,11,1,74.97,3.7485,78.7185,2019-03-16,16:58,Cash,5.6
612-36-5536,4,10,8,80.96,32.384,680.064,2019-02-17,11:12,Credit card,7.4
605-72-4132,2,15,8,94.47,37.788,793.548,2019-02-27,15:12,Cash,9.1
471-41-2823,3,15,2,99.79,9.979,209.559,2019-03-07,20:37,Ewallet,8
462-67-9126,3,3,6,73.22,21.966,461.286,2019-01-21,17:44,Cash,7.2
272-27-9238,2,15,4,41.24,8.248,173.208,2019-02-19,16:23,Cash,7.1
834-25-9262,2,18,4,81.68,16.336,343.056,2019-01-06,12:12,Cash,9.1
122-61-9553,2,2,9,51.32,23.094,484.974,2019-03-14,19:33,Cash,5.6
468-88-0009,4,3,4,65.94,13.188,276.948,2019-03-24,10:29,Cash,6
613-59-9758,2,16,10,14.36,7.18,150.78,2019-01-27,14:28,Cash,5.4
254-31-0042,4,5,9,21.5,9.675,203.175,2019-03-06,12:46,Credit card,7.8
201-86-2184,1,9,7,26.26,9.191,193.011,2019-02-02,19:40,Cash,9.9
261-12-8671,2,8,2,60.96,6.096,128.016,2019-01-25,19:39,Credit card,4.9
730-70-9830,2,6,6,70.11,21.033,441.693,2019-03-14,17:54,Ewallet,5.2
382-25-8917,3,18,6,42.08,12.624,265.104,2019-01-29,12:25,Cash,8.9
422-29-8786,2,3,5,67.09,16.7725,352.2225,2019-01-03,16:47,Credit card,9.1
667-23-5919,1,14,5,96.7,24.175,507.675,2019-01-14,12:52,Ewallet,7
843-01-4703,1,12,9,35.38,15.921,334.341,2019-01-05,19:50,Credit card,9.6
743-88-1662,3,16,7,95.49,33.4215,701.8515,2019-02-22,18:17,Ewallet,8.7
595-86-2894,4,18,4,96.98,19.396,407.316,2019-02-06,17:20,Ewallet,9.4
182-69-8360,2,9,4,23.65,4.73,99.33,2019-01-30,13:32,Credit card,4
289-15-7034,4,4,4,82.33,16.466,345.786,2019-01-11,10:37,Credit card,7.5
462-78-5240,2,2,2,26.61,2.661,55.881,2019-03-19,14:35,Cash,4.2
868-52-7573,2,7,5,99.69,24.9225,523.3725,2019-01-14,12:09,Cash,9.9
153-58-4872,1,15,4,74.89,14.978,314.538,2019-03-01,15:32,Ewallet,4.2
662-72-2873,2,10,5,40.94,10.235,214.935,2019-01-06,13:58,Ewallet,9.9
525-88-7307,4,11,1,75.82,3.791,79.611,2019-01-31,13:19,Cash,5.8
689-16-9784,3,15,6,46.77,14.031,294.651,2019-03-11,13:37,Cash,6
725-56-0833,2,1,10,32.32,16.16,339.36,2019-02-20,16:49,Credit card,10
394-41-0748,1,18,9,54.07,24.3315,510.9615,2019-01-27,14:55,Ewallet,9.5
596-42-3999,3,7,7,18.22,6.377,133.917,2019-03-10,14:04,Credit card,6.6
541-89-9860,1,18,3,80.48,12.072,253.512,2019-02-15,12:31,Cash,8.1
173-82-9529,2,8,10,37.95,18.975,398.475,2019-01-26,14:51,Cash,9.7
563-36-9814,4,5,1,76.82,3.841,80.661,2019-02-13,18:27,Ewallet,7.2
308-47-4913,1,4,10,52.26,26.13,548.73,2019-03-09,12:45,Credit card,6.2
885-17-6250,2,1,1,79.74,3.987,83.727,2019-03-06,10:36,Ewallet,7.3
726-27-2396,2,1,5,77.5,19.375,406.875,2019-01-24,20:36,Ewallet,4.3
316-01-3952,2,10,5,54.27,13.5675,284.9175,2019-03-13,14:16,Ewallet,4.6
760-54-1821,3,12,9,13.59,6.1155,128.4255,2019-03-15,10:26,Cash,5.8
793-10-3222,1,13,6,41.06,12.318,258.678,2019-03-05,13:30,Credit card,8.3
346-12-3257,4,9,9,19.24,8.658,181.818,2019-03-04,16:28,Cash,8
110-05-6330,2,15,6,39.43,11.829,248.409,2019-03-25,20:18,Credit card,9.4
651-61-0874,3,6,4,46.22,9.244,194.124,2019-03-12,20:04,Credit card,6.2
236-86-3015,4,6,1,13.98,0.699,14.679,2019-02-04,13:38,Ewallet,9.8
831-64-0259,2,8,5,39.75,9.9375,208.6875,2019-02-22,10:43,Ewallet,9.6
587-03-7455,1,18,7,97.79,34.2265,718.7565,2019-02-16,17:30,Ewallet,4.9
882-40-4577,4,4,4,67.26,13.452,282.492,2019-01-19,15:28,Credit card,8
732-67-5346,3,10,5,13.79,3.4475,72.3975,2019-01-11,19:07,Credit card,7.8
725-32-9708,1,8,4,68.71,13.742,288.582,2019-01-04,19:01,Cash,4.1
256-08-8343,2,3,4,56.53,11.306,237.426,2019-03-04,19:48,Ewallet,5.5
372-26-1506,2,18,5,23.82,5.955,125.055,2019-01-28,19:24,Ewallet,5.4
244-08-0162,2,13,10,34.21,17.105,359.205,2019-01-02,13:00,Cash,5.1
569-71-4390,3,11,2,21.87,2.187,45.927,2019-01-25,14:29,Ewallet,6.9
132-23-6451,4,1,5,20.97,5.2425,110.0925,2019-01-04,13:21,Cash,7.8
696-90-2548,3,4,3,25.84,3.876,81.396,2019-03-10,18:55,Ewallet,6.6
472-15-9636,3,3,8,50.93,20.372,427.812,2019-03-22,19:36,Ewallet,9.2
268-03-6164,3,13,1,96.11,4.8055,100.9155,2019-01-25,16:28,Ewallet,7.8
750-57-9686,2,6,4,45.38,9.076,190.596,2019-01-08,13:48,Credit card,8.7
186-09-3669,1,17,1,81.51,4.0755,85.5855,2019-01-22,10:57,Ewallet,9.2
848-07-1692,2,13,2,57.22,5.722,120.162,2019-01-12,17:13,Ewallet,8.3
745-71-3520,1,5,7,25.22,8.827,185.367,2019-02-04,10:23,Cash,8.2
266-76-6436,1,15,3,38.6,5.79,121.59,2019-03-28,13:57,Ewallet,7.5
740-22-2500,2,2,3,84.05,12.6075,264.7575,2019-01-23,13:29,Cash,9.8
271-88-8734,1,18,10,97.21,48.605,1020.705,2019-02-08,13:00,Credit card,8.7
301-81-8610,4,8,8,25.42,10.168,213.528,2019-03-19,19:42,Credit card,6.7
489-64-4354,3,18,1,16.28,0.814,17.094,2019-03-09,15:36,Cash,5
198-84-7132,4,8,9,40.61,18.2745,383.7645,2019-01-02,13:40,Cash,7
269-10-8440,4,1,7,53.17,18.6095,390.7995,2019-01-21,18:01,Cash,8.9
650-98-6268,1,7,3,20.87,3.1305,65.7405,2019-03-20,13:53,Credit card,8
741-73-3559,3,11,5,67.27,16.8175,353.1675,2019-02-27,17:27,Cash,6.9
325-77-6186,1,3,10,90.65,45.325,951.825,2019-03-08,10:53,Ewallet,7.3
286-75-7818,3,8,2,69.08,6.908,145.068,2019-01-31,19:48,Credit card,6.9
574-57-9721,3,15,2,43.27,4.327,90.867,2019-03-08,16:53,Ewallet,5.7
459-50-7686,2,5,6,23.46,7.038,147.798,2019-01-13,19:14,Ewallet,6.4
616-87-0016,3,8,7,95.54,33.439,702.219,2019-03-09,14:36,Credit card,9.6
837-55-7229,2,8,1,47.44,2.372,49.812,2019-02-22,18:19,Credit card,6.8
751-69-0068,3,16,9,99.24,44.658,937.818,2019-03-19,19:09,Ewallet,9
257-73-1380,4,16,4,82.93,16.586,348.306,2019-01-20,16:51,Ewallet,9.6
345-08-4992,3,3,6,33.99,10.197,214.137,2019-03-08,15:37,Credit card,7.7
549-96-4200,4,15,4,17.04,3.408,71.568,2019-03-08,20:15,Ewallet,7
810-60-6344,2,2,8,40.86,16.344,343.224,2019-02-07,14:38,Credit card,6.5
450-28-2866,4,15,5,17.44,4.36,91.56,2019-01-15,19:25,Cash,8.1
394-30-3170,1,11,8,88.43,35.372,742.812,2019-03-22,19:35,Credit card,4.3
138-17-5109,1,3,9,89.21,40.1445,843.0345,2019-01-15,15:42,Credit card,6.5
192-98-7397,3,18,1,12.78,0.639,13.419,2019-01-08,14:11,Ewallet,9.5
301-11-9629,2,4,7,19.1,6.685,140.385,2019-01-15,10:43,Cash,9.7
390-80-5128,1,13,1,19.15,0.9575,20.1075,2019-01-28,17:58,Credit card,9.5
235-46-8343,4,15,10,27.66,13.83,290.43,2019-02-14,11:26,Credit card,8.9
453-12-7053,3,18,3,45.74,6.861,144.081,2019-03-10,17:38,Credit card,6.5
296-11-7041,1,13,1,27.07,1.3535,28.4235,2019-01-12,20:07,Credit card,5.3
449-27-2918,1,11,1,39.12,1.956,41.076,2019-03-26,11:02,Credit card,9.6
891-01-7034,2,9,6,74.71,22.413,470.673,2019-01-01,19:07,Cash,6.7
744-09-5786,3,9,6,22.01,6.603,138.663,2019-01-02,18:50,Cash,7.6
727-17-0390,2,10,5,63.61,15.9025,333.9525,2019-03-16,12:43,Ewallet,4.8
568-88-3448,3,1,1,25,1.25,26.25,2019-03-03,15:09,Ewallet,5.5
187-83-5490,4,5,4,20.77,4.154,87.234,2019-01-31,13:47,Cash,4.7
767-54-1907,1,8,5,29.56,7.39,155.19,2019-02-13,16:59,Cash,6.9
710-46-4433,1,7,9,77.4,34.83,731.43,2019-02-15,14:15,Credit card,4.5
533-33-5337,3,9,10,79.39,39.695,833.595,2019-02-07,20:24,Cash,6.2
325-90-8763,1,2,10,46.57,23.285,488.985,2019-01-27,13:58,Cash,7.6
729-46-7422,3,15,1,35.89,1.7945,37.6845,2019-02-23,16:52,Credit card,7.9
639-76-1242,3,15,5,40.52,10.13,212.73,2019-02-03,15:19,Cash,4.5
234-03-4040,1,7,10,73.05,36.525,767.025,2019-03-03,12:25,Credit card,8.7
326-71-2155,2,16,4,73.95,14.79,310.59,2019-02-03,10:02,Cash,6.1
320-32-8842,1,15,1,22.62,1.131,23.751,2019-03-17,18:58,Cash,6.4
470-32-9057,4,10,5,51.34,12.835,269.535,2019-03-28,15:31,Credit card,9.1
878-30-2331,1,16,10,54.55,27.275,572.775,2019-03-02,11:22,Credit card,7.1
440-59-5691,1,17,7,37.15,13.0025,273.0525,2019-02-08,13:12,Credit card,7.7
554-53-3790,3,11,6,37.02,11.106,233.226,2019-03-22,18:33,Cash,4.5
746-19-0921,3,15,1,21.58,1.079,22.659,2019-02-09,10:02,Ewallet,7.2
233-34-0817,1,2,1,98.84,4.942,103.782,2019-02-15,11:21,Cash,8.4
767-05-1286,1,6,6,83.77,25.131,527.751,2019-01-23,12:10,Ewallet,5.4
340-21-9136,1,4,4,40.05,8.01,168.21,2019-01-25,11:40,Cash,9.7
405-31-3305,4,14,10,43.13,21.565,452.865,2019-02-02,18:31,Credit card,5.5
731-59-7531,4,13,8,72.57,29.028,609.588,2019-03-30,17:58,Cash,4.6
676-39-6028,1,5,5,64.44,16.11,338.31,2019-03-30,17:04,Cash,6.6
502-05-1910,3,1,3,65.18,9.777,205.317,2019-02-25,20:35,Credit card,6.3
485-30-8700,2,4,5,33.26,8.315,174.615,2019-03-18,16:10,Credit card,4.2
598-47-9715,3,2,4,84.07,16.814,353.094,2019-03-07,16:54,Ewallet,4.4
701-69-8742,3,11,10,34.37,17.185,360.885,2019-03-16,10:11,Ewallet,6.7
575-67-1508,3,5,1,38.6,1.93,40.53,2019-01-29,11:26,Ewallet,6.7
541-08-3113,3,15,8,65.97,26.388,554.148,2019-02-02,20:29,Cash,8.4
246-11-3901,2,2,10,32.8,16.4,344.4,2019-02-15,12:12,Cash,6.2
674-15-9296,3,4,5,37.14,9.285,194.985,2019-01-08,13:05,Ewallet,5
305-18-3552,4,12,10,60.38,30.19,633.99,2019-02-12,16:19,Cash,6
493-65-6248,1,16,10,36.98,18.49,388.29,2019-01-01,19:48,Credit card,7
438-01-4015,1,11,4,49.49,9.898,207.858,2019-03-21,15:25,Ewallet,6.6
709-58-4068,2,8,10,41.09,20.545,431.445,2019-02-28,14:42,Cash,7.3
795-49-7276,3,14,4,37.15,7.43,156.03,2019-03-23,18:59,Ewallet,8.3
556-72-8512,3,6,1,22.96,1.148,24.108,2019-01-30,20:47,Cash,4.3
627-95-3243,1,12,9,77.68,34.956,734.076,2019-02-04,13:21,Ewallet,9.8
686-41-0932,2,8,2,34.7,3.47,72.87,2019-03-13,19:48,Ewallet,8.2
510-09-5628,1,14,10,19.66,9.83,206.43,2019-03-15,18:20,Credit card,7.2
608-04-3797,1,13,8,25.32,10.128,212.688,2019-03-05,20:24,Ewallet,8.7
148-82-2527,1,6,10,12.12,6.06,127.26,2019-03-05,13:44,Credit card,8.4
437-53-3084,3,8,2,99.89,9.989,209.769,2019-02-26,11:48,Ewallet,7.1
632-32-4574,3,11,8,75.92,30.368,637.728,2019-03-20,14:14,Cash,5.5
556-97-7101,2,2,2,63.22,6.322,132.762,2019-01-01,15:51,Cash,8.5
862-59-8517,2,15,6,90.24,27.072,568.512,2019-01-27,11:17,Cash,6.2
401-18-8016,1,11,1,98.13,4.9065,103.0365,2019-01-21,17:36,Cash,8.9
420-18-8989,1,4,8,51.52,20.608,432.768,2019-02-02,15:47,Cash,9.6
277-63-2961,4,11,1,73.97,3.6985,77.6685,2019-02-03,15:53,Credit card,5.4
573-98-8548,1,18,1,31.9,1.595,33.495,2019-01-05,12:40,Ewallet,9.1
620-02-2046,3,6,2,69.4,6.94,145.74,2019-01-27,19:48,Ewallet,9
282-35-2475,2,11,2,93.31,9.331,195.951,2019-03-25,17:53,Cash,6.3
511-54-3087,3,11,1,88.45,4.4225,92.8725,2019-02-25,16:36,Credit card,9.5
726-29-6793,4,5,8,24.18,9.672,203.112,2019-01-28,20:54,Ewallet,9.8
387-49-4215,1,11,3,48.5,7.275,152.775,2019-01-08,12:50,Cash,6.7
862-17-9201,2,7,6,84.05,25.215,529.515,2019-01-29,10:48,Credit card,7.7
291-21-5991,4,13,5,61.29,15.3225,321.7725,2019-03-29,14:28,Cash,7
602-80-9671,1,6,6,15.95,4.785,100.485,2019-02-09,17:15,Credit card,5.1
347-72-6115,1,11,7,90.74,31.759,666.939,2019-01-16,18:03,Credit card,6.2
209-61-0206,2,3,5,42.91,10.7275,225.2775,2019-01-05,17:29,Ewallet,6.1
595-27-4851,2,14,7,54.28,18.998,398.958,2019-01-27,18:05,Ewallet,9.3
189-52-0236,3,5,7,99.55,34.8425,731.6925,2019-03-14,12:07,Cash,7.6
503-07-0930,4,16,7,58.39,20.4365,429.1665,2019-02-23,19:49,Credit card,8.2
413-20-6708,1,18,1,51.47,2.5735,54.0435,2019-03-18,15:52,Ewallet,8.5
425-85-2085,4,13,5,54.86,13.715,288.015,2019-03-29,16:48,Ewallet,9.8
521-18-7827,4,6,5,39.39,9.8475,206.7975,2019-01-22,20:46,Credit card,8.7
220-28-1851,3,3,2,34.73,3.473,72.933,2019-03-01,18:14,Ewallet,9.7
600-38-9738,4,16,5,71.92,17.98,377.58,2019-01-17,15:05,Credit card,4.3
734-91-1155,2,9,3,45.71,6.8565,143.9865,2019-03-26,10:34,Credit card,7.7
451-28-5717,1,6,6,83.17,24.951,523.971,2019-03-20,11:23,Cash,7.3
609-81-8548,1,3,6,37.44,11.232,235.872,2019-02-06,13:55,Credit card,5.9
133-14-7229,3,17,2,62.87,6.287,132.027,2019-01-01,11:43,Cash,5
534-01-4457,3,10,6,81.71,24.513,514.773,2019-01-27,14:36,Credit card,8
719-89-8991,1,4,5,91.41,22.8525,479.9025,2019-02-25,16:03,Ewallet,7.1
286-62-6248,3,8,4,39.21,7.842,164.682,2019-01-16,20:03,Credit card,9
339-38-9982,4,8,2,59.86,5.986,125.706,2019-01-13,14:55,Ewallet,6.7
827-44-5872,1,7,10,54.36,27.18,570.78,2019-02-07,11:28,Credit card,6.1
827-77-7633,3,4,9,98.09,44.1405,926.9505,2019-02-17,19:41,Cash,9.3
287-83-1405,3,1,6,25.43,7.629,160.209,2019-02-12,19:01,Ewallet,7
435-13-4908,4,14,8,86.68,34.672,728.112,2019-01-24,18:04,Credit card,7.2
857-67-9057,3,9,10,22.95,11.475,240.975,2019-02-06,19:20,Ewallet,8.2
236-27-1144,2,15,9,16.31,7.3395,154.1295,2019-03-26,10:31,Ewallet,8.4
892-05-6689,2,3,5,28.32,7.08,148.68,2019-03-11,13:28,Ewallet,6.2
583-41-4548,3,6,7,16.67,5.8345,122.5245,2019-02-07,11:36,Ewallet,7.4
339-12-4827,1,8,1,73.96,3.698,77.658,2019-01-05,11:32,Credit card,5
643-38-7867,3,3,1,97.94,4.897,102.837,2019-03-07,11:44,Ewallet,6.9
308-81-0538,2,14,4,73.05,14.61,306.81,2019-02-25,17:16,Credit card,4.9
358-88-9262,1,15,6,87.48,26.244,551.124,2019-02-01,18:43,Ewallet,5.1
460-35-4390,3,3,3,30.68,4.602,96.642,2019-01-22,11:00,Ewallet,9.1
343-87-0864,4,17,1,75.88,3.794,79.674,2019-01-03,10:30,Credit card,7.1
173-50-1108,1,11,4,20.18,4.036,84.756,2019-02-13,12:14,Credit card,5
243-47-2663,4,2,6,18.77,5.631,118.251,2019-01-28,16:43,Credit card,5.5
841-18-8232,2,7,1,71.2,3.56,74.76,2019-01-05,20:40,Credit card,9.2
701-23-5550,4,12,4,38.81,7.762,163.002,2019-03-19,13:40,Ewallet,4.9
647-50-1224,2,14,10,29.42,14.71,308.91,2019-01-12,16:23,Ewallet,8.9
541-48-8554,3,4,9,60.95,27.4275,575.9775,2019-01-07,12:08,Credit card,6
539-21-7227,2,11,5,51.54,12.885,270.585,2019-01-26,17:45,Cash,4.2
213-32-1216,2,5,6,66.06,19.818,416.178,2019-01-23,10:28,Cash,7.3
747-58-7183,3,8,3,57.27,8.5905,180.4005,2019-02-09,20:31,Ewallet,6.5
582-52-8065,2,8,9,54.31,24.4395,513.2295,2019-02-22,10:49,Cash,8.9
210-57-1719,2,13,9,58.24,26.208,550.368,2019-02-05,12:34,Cash,9.7
399-69-4630,3,2,6,22.21,6.663,139.923,2019-03-07,10:23,Credit card,8.6
134-75-2619,4,5,7,19.32,6.762,142.002,2019-03-25,18:51,Cash,6.9
356-44-8813,3,12,3,37.48,5.622,118.062,2019-01-20,13:45,Credit card,7.7
198-66-9832,1,8,2,72.04,7.204,151.284,2019-02-04,19:38,Cash,9.5
283-26-5248,1,15,10,98.52,49.26,1034.46,2019-01-30,20:23,Ewallet,4.5
712-39-0363,4,10,6,41.66,12.498,262.458,2019-01-02,15:24,Ewallet,5.6
218-59-9410,1,3,3,72.42,10.863,228.123,2019-03-29,16:54,Ewallet,8.2
174-75-0888,3,9,9,21.58,9.711,203.931,2019-03-14,12:32,Cash,7.3
866-99-7614,3,15,10,89.2,44.6,936.6,2019-02-11,15:42,Credit card,4.4
134-54-4720,2,9,8,42.42,16.968,356.328,2019-01-30,13:58,Ewallet,5.7
760-90-2357,4,5,6,74.51,22.353,469.413,2019-03-20,15:08,Ewallet,5
514-37-2845,3,8,2,99.25,9.925,208.425,2019-03-20,13:02,Cash,9
698-98-5964,2,10,10,81.21,40.605,852.705,2019-01-17,13:01,Credit card,6.3
718-57-9773,2,16,10,49.33,24.665,517.965,2019-02-03,16:40,Credit card,9.4
651-88-7328,2,14,9,65.74,29.583,621.243,2019-01-01,13:55,Cash,7.7
241-11-2261,2,8,7,79.86,27.951,586.971,2019-01-10,10:33,Credit card,5.5
408-26-9866,2,16,7,73.98,25.893,543.753,2019-03-02,16:42,Ewallet,4.1
834-83-1826,1,12,5,82.04,20.51,430.71,2019-02-25,17:16,Credit card,7.6
343-61-3544,4,11,10,26.67,13.335,280.035,2019-01-29,11:48,Cash,8.6
239-48-4278,4,10,7,10.13,3.5455,74.4555,2019-03-10,19:35,Ewallet,8.3
355-34-6244,3,7,2,72.39,7.239,152.019,2019-01-13,19:55,Credit card,8.1
550-84-8664,3,4,5,85.91,21.4775,451.0275,2019-03-22,14:33,Credit card,8.6
339-96-8318,4,8,7,81.31,28.4585,597.6285,2019-03-01,19:49,Ewallet,6.3
458-61-0011,3,7,4,60.3,12.06,253.26,2019-02-20,18:43,Cash,5.8
592-34-6155,3,15,4,31.77,6.354,133.434,2019-01-14,14:43,Ewallet,6.2
797-88-0493,2,1,4,64.27,12.854,269.934,2019-03-26,13:54,Cash,7.7
207-73-1363,3,13,2,69.51,6.951,145.971,2019-03-01,12:15,Ewallet,8.1
390-31-6381,3,15,3,27.22,4.083,85.743,2019-01-07,12:37,Cash,7.3
443-82-0585,1,1,4,77.68,15.536,326.256,2019-02-01,19:54,Cash,8.4
339-18-7061,1,18,2,92.98,9.298,195.258,2019-02-13,15:06,Credit card,8
359-90-3665,1,8,4,18.08,3.616,75.936,2019-01-14,18:03,Credit card,9.5
375-72-3056,3,11,3,63.06,9.459,198.639,2019-01-19,15:58,Ewallet,7
127-47-6963,3,1,4,51.71,10.342,217.182,2019-03-09,13:53,Credit card,9.8
278-86-2735,2,10,3,52.34,7.851,164.871,2019-03-27,14:03,Cash,9.2
695-28-6250,2,4,5,43.06,10.765,226.065,2019-02-04,16:38,Ewallet,7.7
379-17-6588,3,18,10,59.61,29.805,625.905,2019-03-14,11:07,Cash,5.3
227-50-3718,3,1,5,14.62,3.655,76.755,2019-03-04,12:23,Cash,4.4
302-15-2162,4,17,6,46.53,13.959,293.139,2019-03-03,10:54,Credit card,4.3
788-07-8452,1,6,7,24.24,8.484,178.164,2019-01-27,17:38,Ewallet,9.4
560-49-6611,1,4,1,45.58,2.279,47.859,2019-02-07,14:13,Cash,9.8
880-35-0356,1,4,3,75.2,11.28,236.88,2019-02-05,11:51,Ewallet,4.8
585-11-6748,4,11,3,96.8,14.52,304.92,2019-03-15,13:05,Cash,5.3
470-31-3286,3,13,3,14.82,2.223,46.683,2019-03-01,11:30,Credit card,8.7
152-68-2907,3,10,3,52.2,7.83,164.43,2019-02-15,13:30,Credit card,9.5
123-35-4896,2,16,9,46.66,20.997,440.937,2019-02-17,19:11,Ewallet,5.3
258-69-7810,2,18,5,36.85,9.2125,193.4625,2019-01-26,18:53,Cash,9.2
334-64-2006,1,3,2,70.32,7.032,147.672,2019-03-24,14:22,Ewallet,9.6
219-61-4139,3,2,1,83.08,4.154,87.234,2019-01-23,17:16,Ewallet,6.4
881-41-7302,2,18,1,64.99,3.2495,68.2395,2019-01-26,10:06,Credit card,4.5
373-09-4567,3,15,10,77.56,38.78,814.38,2019-03-14,20:35,Ewallet,6.9
642-30-6693,2,11,6,54.51,16.353,343.413,2019-03-17,13:54,Ewallet,7.8
484-22-8230,1,18,7,51.89,18.1615,381.3915,2019-01-08,20:08,Cash,4.5
830-58-2383,3,12,4,31.75,6.35,133.35,2019-02-08,15:26,Cash,8.6
559-98-9873,1,14,7,53.65,18.7775,394.3275,2019-02-10,12:56,Ewallet,5.2
544-32-5024,1,15,4,49.79,9.958,209.118,2019-03-28,19:16,Credit card,6.4
318-12-0304,3,14,1,30.61,1.5305,32.1405,2019-01-23,12:20,Ewallet,5.2
349-97-8902,4,7,2,57.89,5.789,121.569,2019-01-17,10:37,Ewallet,8.9
421-95-9805,2,5,1,28.96,1.448,30.408,2019-02-07,10:18,Credit card,6.2
277-35-5865,1,15,9,98.97,44.5365,935.2665,2019-03-09,11:23,Cash,6.7
789-23-8625,4,8,3,93.22,13.983,293.643,2019-01-24,11:45,Cash,7.2
284-54-4231,4,16,1,80.93,4.0465,84.9765,2019-01-19,16:08,Credit card,9
443-59-0061,4,10,10,67.45,33.725,708.225,2019-02-03,11:25,Ewallet,4.2
